rows=3018
cols=4035
(0, 2395, -61)
(0, 1568, 78)
(0, 5, -909)
(0, 1787, -922)
(0, 1639, -899)
(0, 463, -664)
(0, 1921, -712)
(0, 1843, -531)
(0, 641, 107)
(0, 1894, -8)
(0, 884, -961)
(0, 1974, -935)
(0, 265, -593)
(0, 2898, -175)
(0, 1154, -689)
(0, 778, 1000)
(0, 146, -472)
(0, 2168, -542)
(0, 585, 140)
(0, 1666, -534)
(0, 1576, 558)
(0, 1315, -872)
(0, 3928, -1021)
(0, 3616, 775)
(0, 2614, 642)
(0, 1900, 372)
(0, 886, -570)
(0, 1978, -310)
(0, 904, 219)
(0, 1311, -665)
(0, 1304, -874)
(0, 3981, -254)
(0, 1754, -553)
(0, 1635, -945)
(0, 1082, -797)
(0, 2973, -556)
(0, 1969, -729)
(0, 1843, -746)
(0, 1411, -852)
(0, 1217, 205)
(0, 2675, 633)
(0, 170, -854)
(0, 1754, -272)
(0, 1329, -1010)
(0, 1155, -763)
(0, 1254, 554)
(0, 555, -58)
(0, 263, -898)
(0, 1567, -641)
(0, 1108, -848)
(0, 721, 174)
(0, 941, -992)
(0, 66, -910)
(0, 1171, 717)
(0, 188, -663)
(0, 3278, -728)
(0, 2508, 704)
(0, 925, -445)
(0, 330, -525)
(0, 1382, -758)
(0, 607, -448)
(0, 894, -1012)
(0, 3175, -976)
(0, 1358, -635)
(0, 1423, 786)
(0, 963, 200)
(0, 2248, -826)
(0, 3887, -570)
(0, 2050, -989)
(0, 164, -400)
(0, 2511, -653)
(0, 714, -745)
(0, 3670, -205)
(0, 49, 925)
(0, 1633, -911)
(0, 1347, -634)
(0, 3183, -875)
(0, 1876, -754)
(0, 809, -796)
(0, 643, -145)
(0, 1798, -600)
(0, 132, -841)
(0, 604, 831)
(0, 1382, -590)
(0, 2330, -372)
(0, 617, -302)
(0, 2682, -579)
(0, 1256, -693)
(0, 894, 770)
(0, 1991, -851)
(0, 1486, -687)
(0, 123, -406)
(0, 2564, -581)
(0, 599, 513)
(0, 3683, -707)
(1, 100, -903)
(1, 595, -33)
(1, 1127, -955)
(1, 173, -593)
(1, 856, -880)
(1, 2952, -873)
(1, 2473, -752)
(1, 1083, -285)
(1, 963, -570)
(1, 304, -600)
(1, 790, -722)
(1, 3259, 582)
(1, 3057, 420)
(1, 3267, -931)
(1, 1383, -896)
(1, 1588, -611)
(1, 751, -587)
(1, 1617, 183)
(1, 108, -863)
(1, 1452, -677)
(1, 3260, -586)
(1, 3968, -528)
(1, 1573, -889)
(1, 658, -1000)
(1, 1014, -704)
(1, 1550, 450)
(1, 69, 786)
(1, 1732, -648)
(1, 1460, -623)
(1, 2665, -775)
(1, 730, 375)
(1, 1619, -718)
(1, 2312, 1009)
(1, 64, -826)
(1, 268, 9)
(1, 472, -816)
(1, 389, 904)
(1, 1378, -605)
(1, 139, -917)
(1, 1761, 850)
(1, 647, 832)
(1, 1404, -736)
(1, 3341, 995)
(1, 181, 100)
(1, 1636, 984)
(1, 1607, 857)
(1, 627, 81)
(1, 71, -909)
(1, 643, -950)
(1, 617, -59)
(1, 1905, -934)
(1, 1864, 678)
(1, 662, -965)
(1, 3181, -656)
(1, 3352, -532)
(1, 1138, -667)
(1, 1291, -520)
(1, 1865, 364)
(1, 2076, -541)
(1, 1351, -609)
(1, 1279, 868)
(1, 654, -144)
(1, 463, -880)
(1, 404, -782)
(1, 2854, -21)
(1, 302, -988)
(1, 1726, -577)
(1, 788, 714)
(1, 1925, -1022)
(1, 3119, -478)
(1, 2428, -610)
(1, 1142, -624)
(1, 878, -1016)
(1, 603, -526)
(1, 1758, 443)
(1, 1013, -824)
(1, 194, -645)
(1, 795, 329)
(1, 3847, -831)
(1, 3830, 654)
(1, 1760, -222)
(1, 568, -609)
(1, 246, -979)
(1, 1608, 953)
(1, 3999, -978)
(1, 1369, -954)
(1, 1102, -607)
(1, 1601, -870)
(1, 1025, -668)
(1, 1348, 851)
(1, 1575, -641)
(1, 380, -862)
(1, 706, -850)
(1, 857, -798)
(1, 949, -440)
(1, 1607, -58)
(1, 57, 208)
(2, 715, -561)
(2, 1985, -1018)
(3, 1481, 262)
(3, 1292, 533)
(3, 1470, -568)
(3, 269, -641)
(3, 1136, -624)
(3, 521, -985)
(3, 296, -853)
(3, 2280, -719)
(3, 3235, -4)
(3, 908, -613)
(3, 1085, -944)
(3, 1786, -636)
(3, 543, 684)
(3, 2005, -918)
(3, 3722, -540)
(3, 2912, 245)
(4, 3897, -960)
(4, 1165, -997)
(4, 1645, -673)
(4, 1937, -683)
(4, 1937, 502)
(4, 2314, -818)
(4, 612, 574)
(4, 2546, 876)
(4, 1002, -782)
(4, 2256, -681)
(4, 988, 909)
(4, 3484, 372)
(4, 1932, 298)
(4, 609, -932)
(4, 879, 842)
(4, 1935, -680)
(4, 1670, -617)
(4, 345, -272)
(4, 803, -679)
(4, 1830, 729)
(4, 1702, 565)
(4, 1070, -996)
(4, 558, -885)
(4, 1941, -843)
(4, 892, -588)
(4, 1690, -234)
(4, 1932, 234)
(4, 3148, -911)
(4, 532, -512)
(4, 3038, 240)
(4, 286, -905)
(4, 764, -559)
(4, 1573, -679)
(4, 1733, -894)
(4, 231, -514)
(4, 474, -920)
(4, 39, -522)
(4, 3967, -634)
(4, 2696, -799)
(4, 2892, -619)
(4, 1090, -1021)
(4, 3119, 754)
(4, 3200, -802)
(4, 56, -764)
(4, 145, -621)
(4, 516, -553)
(4, 72, 46)
(4, 242, -842)
(4, 1971, 1022)
(4, 2049, -635)
(4, 681, -959)
(4, 2886, -728)
(4, 1968, -582)
(4, 2904, -171)
(4, 526, -821)
(4, 699, -331)
(4, 3651, 423)
(4, 3526, -786)
(4, 634, -814)
(4, 1821, -548)
(4, 3693, 395)
(4, 1032, -732)
(4, 826, 311)
(4, 1765, 836)
(4, 312, -685)
(4, 1552, -756)
(4, 607, -737)
(4, 1473, -555)
(4, 142, -912)
(4, 1969, 0)
(4, 1772, 98)
(4, 1421, -66)
(4, 1217, -768)
(4, 3408, -637)
(4, 1170, -531)
(4, 901, -895)
(4, 981, 570)
(4, 402, -923)
(4, 336, 64)
(4, 50, -941)
(4, 3419, -616)
(4, 439, -1002)
(4, 1081, -680)
(4, 275, -809)
(4, 130, -600)
(4, 756, 122)
(4, 1601, -739)
(4, 24, 499)
(4, 1228, -580)
(4, 641, 629)
(4, 934, -828)
(4, 1253, -924)
(4, 1961, -701)
(4, 1345, 541)
(4, 2466, -839)
(4, 1919, -1014)
(4, 1097, -661)
(4, 1132, -519)
(4, 917, -160)
(4, 2898, -679)
(4, 1503, -329)
(4, 760, -654)
(4, 594, -898)
(4, 707, -583)
(4, 539, -474)
(4, 3021, -625)
(4, 743, 659)
(4, 3212, -712)
(4, 713, -621)
(4, 1049, -699)
(4, 3344, 364)
(4, 2971, -746)
(4, 2479, -973)
(4, 1563, -837)
(4, 1787, 362)
(4, 406, -286)
(4, 693, -669)
(4, 1474, 974)
(4, 4000, 720)
(4, 1589, -802)
(4, 149, -639)
(4, 208, -57)
(4, 3165, -684)
(4, 2449, -208)
(4, 2938, -591)
(4, 3357, -854)
(4, 3063, -671)
(4, 361, -568)
(4, 70, -181)
(4, 3148, -740)
(4, 711, -222)
(4, 1215, -650)
(4, 2312, -761)
(4, 1697, -16)
(4, 91, -687)
(4, 2190, 764)
(4, 966, -742)
(4, 1431, -810)
(4, 1139, -610)
(4, 1705, 837)
(4, 563, -316)
(4, 1640, 594)
(4, 3206, -1017)
(4, 2126, -952)
(4, 1406, 246)
(4, 671, -994)
(4, 3840, -790)
(4, 303, -546)
(4, 1465, 72)
(4, 217, -579)
(4, 1006, 446)
(4, 504, -580)
(4, 1782, -991)
(4, 1841, -756)
(4, 184, -936)
(4, 2232, -992)
(4, 451, -754)
(4, 2869, -870)
(4, 318, -187)
(4, 374, 158)
(4, 175, 465)
(4, 1456, -713)
(4, 3900, -888)
(4, 1616, -908)
(4, 1253, -634)
(4, 2119, -614)
(4, 2004, -784)
(4, 597, -633)
(4, 547, -872)
(4, 78, -624)
(4, 1605, -562)
(4, 1357, -829)
(4, 816, 451)
(4, 1080, -669)
(4, 3388, -773)
(4, 621, -577)
(4, 183, 336)
(4, 1121, -910)
(4, 1708, -739)
(4, 714, 1009)
(4, 506, -304)
(4, 3559, -964)
(4, 132, -558)
(4, 259, -782)
(4, 715, -633)
(4, 1291, -27)
(4, 1311, -835)
(4, 2251, -647)
(4, 1708, -202)
(4, 3551, -962)
(5, 3045, -864)
(5, 8, -870)
(5, 3246, -142)
(5, 1651, -840)
(5, 978, -996)
(5, 3258, -826)
(5, 169, -508)
(5, 571, -950)
(5, 54, -966)
(5, 2316, -945)
(5, 1837, 451)
(5, 1261, -249)
(5, 273, -933)
(5, 219, -658)
(5, 224, -515)
(5, 3265, -661)
(5, 1802, 829)
(5, 493, -740)
(5, 1847, -123)
(5, 1583, -118)
(5, 738, 208)
(5, 1033, 747)
(5, 1511, -537)
(5, 3154, -957)
(5, 1527, -795)
(5, 3582, -856)
(5, 3075, -605)
(5, 1252, -754)
(5, 665, -867)
(5, 387, -252)
(5, 436, -914)
(5, 1212, 283)
(5, 549, -680)
(5, 3244, 540)
(5, 875, -536)
(5, 1980, -775)
(5, 2424, 353)
(5, 1260, -99)
(5, 170, -620)
(5, 609, 584)
(5, 34, 585)
(5, 961, -684)
(5, 118, -782)
(5, 1019, -513)
(5, 1367, -928)
(5, 3891, 366)
(5, 269, -113)
(5, 1068, 463)
(5, 1000, -776)
(5, 740, -117)
(5, 1027, -258)
(5, 1679, -971)
(5, 1072, 426)
(5, 172, 456)
(5, 1558, -962)
(5, 975, -668)
(5, 581, -614)
(5, 3057, -887)
(5, 1763, 131)
(5, 3390, 430)
(5, 2738, -540)
(5, 3567, 272)
(5, 849, -821)
(5, 716, 169)
(5, 1235, -694)
(5, 706, 677)
(5, 3477, 64)
(5, 1163, 33)
(5, 3611, 377)
(5, 3472, -920)
(5, 468, -739)
(5, 1709, -860)
(5, 587, 939)
(5, 3638, 458)
(5, 1998, 960)
(5, 1216, -363)
(5, 2784, -828)
(5, 2160, 930)
(5, 2150, -309)
(5, 1912, -602)
(5, 17, 1)
(5, 1688, -324)
(5, 1182, -715)
(5, 1493, -761)
(5, 1148, -900)
(5, 373, -872)
(5, 1063, -825)
(5, 90, -737)
(5, 1399, 120)
(5, 3452, -744)
(5, 875, -786)
(5, 3506, -823)
(5, 533, -691)
(5, 1337, 790)
(5, 947, -901)
(5, 1463, -841)
(5, 1711, 116)
(5, 1077, -741)
(5, 1587, 138)
(5, 3817, -1016)
(5, 1112, 931)
(5, 1074, 541)
(5, 536, -119)
(5, 108, 684)
(5, 585, 872)
(5, 2285, 408)
(5, 1882, -870)
(5, 141, 613)
(5, 1140, -799)
(5, 1837, 348)
(5, 140, -669)
(5, 2589, 499)
(5, 420, -701)
(5, 285, -612)
(5, 2524, -546)
(5, 132, -1000)
(5, 3734, -781)
(5, 1214, -928)
(5, 1296, 547)
(5, 1266, 995)
(6, 1233, -600)
(6, 687, -674)
(6, 1372, 970)
(6, 3704, -598)
(6, 1597, -631)
(6, 3683, -550)
(6, 3908, -342)
(6, 346, 281)
(6, 3231, -653)
(6, 2802, -837)
(6, 2065, -718)
(6, 528, -420)
(6, 1198, -622)
(6, 573, -797)
(6, 660, 307)
(6, 1362, 231)
(6, 1373, -838)
(6, 424, -651)
(6, 286, -537)
(6, 492, -775)
(6, 2048, 40)
(6, 3730, -640)
(6, 2871, -720)
(6, 1944, -625)
(6, 367, -871)
(6, 583, 764)
(6, 1694, 41)
(6, 1305, -706)
(6, 2413, -683)
(6, 1827, -863)
(6, 2648, 271)
(6, 3570, 425)
(6, 1396, -725)
(6, 2179, -571)
(6, 1698, -129)
(6, 540, -893)
(6, 2814, -624)
(6, 3107, 201)
(6, 1312, 156)
(6, 1068, 797)
(6, 1198, 306)
(6, 309, -274)
(6, 1627, -658)
(7, 227, 233)
(7, 1460, -578)
(7, 917, 327)
(7, 673, -534)
(7, 116, -865)
(7, 2872, 428)
(7, 305, 992)
(7, 123, -305)
(7, 2248, -709)
(7, 203, -104)
(7, 230, -993)
(7, 842, -927)
(7, 2491, -687)
(7, 3485, -625)
(7, 2750, 257)
(7, 1851, -521)
(7, 81, -471)
(7, 1193, -272)
(7, 2773, 577)
(7, 1600, -351)
(7, 1609, 121)
(7, 2774, -844)
(7, 2367, -753)
(7, 3004, -536)
(7, 552, -577)
(7, 820, 491)
(7, 3612, -789)
(7, 451, 752)
(7, 1832, 20)
(7, 269, -203)
